total_flops,total_params,array_size,precision_val,batch_size,clock_ghz,latency_ms,power_w,memory_mb,throughput_ops_s,data_source
21000873808.67379,145827245.1698632,32,16,4,2.2956708431545234,15.308153046704051,31.237806703883493,453.7976021575174,5487500352159.184,synthetic
12975681992.868008,79918158.69288015,8,8,16,2.2787263102871993,342.217812869229,13.919334810493881,275.09191891557447,606663078538.2935,synthetic
15681582898.485777,14497566.309900435,16,8,1,2.3711626899121336,6.809467958107321,19.50680748188305,126.54728567370269,2302908684637.4473,synthetic
71142821577.12793,75720978.21893328,12,32,16,2.323940295297804,1925.5948075200035,67.11274470599156,432.92125503393163,591134303431.1864,synthetic
63409682942.67987,22901250.24075712,4,32,1,1.3454036867901131,1461.6526460581083,58.78706753741822,219.52440427787724,43382183252.42166,synthetic
49534943678.74393,6748548.752965615,8,8,16,2.1964238573099992,1605.3690029693057,58.22437514093173,69.83908442374802,493692788009.472,synthetic
51780101918.82108,80151093.69144736,12,16,2,2.3517513438576985,120.65502144099845,53.38475198783232,223.20669517192266,858316567357.1587,synthetic
31343589941.974754,22975900.159873564,12,32,4,1.0835575565323516,440.0933509158048,31.612643514340277,150.84014606291407,284881285997.6261,synthetic
43865938160.87604,13465434.498598568,4,16,4,2.1090401276356103,1900.0840024227477,43.78389722389171,206.03888496940715,92345260746.24852,synthetic
66400289132.48335,72985524.832376,16,8,4,1.244827690978128,172.15780827668308,67.41986797849772,130.95192930348742,1542777287818.8193,synthetic
74410891850.51915,107754144.70604199,16,8,4,2.0965601747721223,127.81576830496894,91.07577827674861,187.68286191999596,2328692080400.4233,synthetic
58980855596.55172,9834797.4965191,32,32,2,1.2466294733162606,48.195850897447286,74.35559386142954,134.45055358056868,2447549093885.825,synthetic
29777810480.192142,70769492.00802274,8,16,2,0.9964471150272433,212.83126838575336,32.21712469392781,229.49121781571245,279825522875.8993,synthetic
60269960988.877914,93977892.69914599,12,8,4,1.6822251103162809,253.9547280483448,72.00911777322648,229.1755859625075,949302443818.3243,synthetic
